"";"station";"name";"date";"awnd";"pgtm";"prcp";"snow";"snwd";"tavg";"tmax";"tmin";"wdf2";"wdf5";"wsf2";"wsf5";"wt01";"wt02";"wt03";"wt08"
"454";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-26";"8.05";15;"0.00";"";"";NA;-1,11;-7,78;280;270;"17.0";"23.0";NA;NA;NA;NA
"455";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-27";"7.16";1341;"0.00";"";"";NA;2,78;-1,67;280;290;"14.1";"19.0";NA;NA;NA;NA
"456";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-28";"6.71";1140;"0.00";"";"";NA;8,33;-2,78;220;220;"21.9";"28.0";NA;NA;NA;NA
"457";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-29";"4.47";1247;"0.00";"";"";NA;10;-1,67;230;230;"16.1";"21.0";NA;NA;NA;NA
"458";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-30";"4.70";1349;"0.00";"";"";NA;13,33;0,56;200;210;"14.1";"16.1";NA;NA;NA;NA
"459";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-31";"4.25";216;"0.19";"";"";NA;11,67;4,44;200;240;"8.9";"13.0";NA;NA;NA;NA
"460";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"461";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-23";"";NA;"1.33";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"462";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-24";"";NA;"0.09";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"463";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"464";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"465";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"466";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"467";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"468";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"469";"US1NJMN0012";"COLTS NECK TWP 2.4 NW, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"470";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"471";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-23";"";NA;"1.34";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"472";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"473";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"474";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"475";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"476";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"477";"US1NJMN0011";"MIDDLETOWN TWP 3.6 NW, NJ US";"2022-12-31";"";NA;"0.01";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"478";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-22";"";NA;"0.38";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"479";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-23";"";NA;"1.75";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"480";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-24";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"481";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"482";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"483";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"484";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"485";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"486";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"487";"US1NJES0024";"CEDAR GROVE TWP 0.4 W, NJ US";"2022-12-31";"";NA;"0.36";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"488";"USC00283704";"HARRISON, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;4,44;-3,89;NA;NA;"";"";NA;NA;NA;NA
"489";"USC00283704";"HARRISON, NJ US";"2022-12-23";"";NA;"1.86";"0.0";"0.0";NA;13,89;-1,11;NA;NA;"";"";NA;NA;NA;NA
"490";"USC00283704";"HARRISON, NJ US";"2022-12-24";"";NA;"0.06";"0.0";"0.0";NA;11,11;-15;NA;NA;"";"";NA;NA;NA;NA
"491";"USC00283704";"HARRISON, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;-9,44;-15;NA;NA;"";"";NA;NA;NA;NA
"492";"USC00283704";"HARRISON, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;-2,78;-9,44;NA;NA;"";"";NA;NA;NA;NA
"493";"USC00283704";"HARRISON, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;-2,22;-8,33;NA;NA;"";"";NA;NA;NA;NA
"494";"USC00283704";"HARRISON, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;1,11;-2,78;NA;NA;"";"";NA;NA;NA;NA
"495";"USC00283704";"HARRISON, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;8,33;-1,11;NA;NA;"";"";NA;NA;NA;NA
"496";"USC00283704";"HARRISON, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;10;0;NA;NA;"";"";NA;NA;NA;NA
"497";"USC00283704";"HARRISON, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;16,11;3,89;NA;NA;"";"";1;NA;NA;NA
"498";"US1NJPS0014";"HAWTHORNE 1.0 SSE, NJ US";"2022-12-23";"";NA;"2.04";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"499";"US1NJPS0014";"HAWTHORNE 1.0 SSE, NJ US";"2022-12-24";"";NA;"0.25";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"500";"US1NJPS0015";"WAYNE TWP 0.8 SSW, NJ US";"2022-12-23";"";NA;"1.39";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"501";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"502";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-23";"";NA;"1.38";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"503";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-24";"";NA;"0.18";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"504";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"505";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"506";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"507";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"508";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"509";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"510";"US1NJMD0045";"WOODBRIDGE TWP 1.1 NNE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"511";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"512";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-23";"";NA;"1.28";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"513";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-24";"";NA;"0.19";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"514";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"515";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"516";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"517";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"518";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"519";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"520";"US1NJMD0043";"WOODBRIDGE TWP 1.1 ESE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"521";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"522";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-23";"";NA;"1.89";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"523";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-24";"";NA;"0.20";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"524";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"525";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"526";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"527";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"528";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"529";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"530";"US1NJPS0012";"LITTLE FALLS TWP 0.5 WNW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"531";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"532";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-23";"";NA;"0.22";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"533";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-24";"";NA;"0.07";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"534";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"535";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"536";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"537";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"538";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"539";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"540";"US1NYNS0065";"MASSAPEQUA 1.1 SE, NY US";"2022-12-31";"";NA;"0.08";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"541";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"542";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-23";"";NA;"0.92";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"543";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"544";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"545";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"546";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"547";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"548";"US1NYRC0001";"STATEN ISLAND 4.5 SSE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"549";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"550";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-23";"";NA;"0.57";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"551";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-24";"";NA;"0.08";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"552";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"553";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"554";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"555";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"556";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"557";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"558";"US1NYNS0066";"MANHASSET HILLS 0.2 NNE, NY US";"2022-12-31";"";NA;"0.02";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"559";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"560";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-23";"";NA;"1.20";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"561";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-24";"";NA;"0.22";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"562";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"563";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"564";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"565";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"566";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"567";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"568";"US1NYRC0002";"STATEN ISLAND 1.4 SE, NY US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"569";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"570";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-23";"";NA;"0.34";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"571";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-24";"";NA;"0.11";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"572";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"573";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"574";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"575";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"576";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"577";"US1NYSF0089";"AMITYVILLE 0.1 WSW, NY US";"2022-12-31";"";NA;"0.09";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"578";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"579";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-23";"";NA;"1.91";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"580";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-24";"";NA;"0.22";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"581";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"582";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"583";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"584";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"585";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"586";"US1NJBG0039";"RIVER EDGE 0.4 NNE, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"587";"US1NJBG0037";"GLEN ROCK 0.4 WNW, NJ US";"2022-12-23";"";NA;"2.07";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"588";"US1NYQN0026";"JACKSON HEIGHTS 0.3 WSW, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"589";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"590";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-23";"";NA;"1.51";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"591";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-24";"";NA;"0.26";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"592";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"593";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"594";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"595";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"596";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"597";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"598";"US1NJBG0030";"OAKLAND 1.0 ESE, NJ US";"2022-12-31";"";NA;"0.01";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"599";"US1NYWC0034";"THORNWOOD 0.7 NW, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"600";"US1NYWC0034";"THORNWOOD 0.7 NW, NY US";"2022-12-23";"";NA;"1.69";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"601";"US1NYWC0034";"THORNWOOD 0.7 NW, NY US";"2022-12-29";"";NA;"";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"602";"US1NYWC0032";"BRIARCLIFF MANOR 1.3 NE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"603";"US1NYWC0032";"BRIARCLIFF MANOR 1.3 NE, NY US";"2022-12-23";"";NA;"1.75";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
